,Date,UK_mean
765,16/09/1933,15.9451358
766,16/10/1933,14.02938271
767,16/11/1933,11.00590611
768,16/12/1933,9.170240232
769,16/01/1934,8.331766571
770,15/02/1934,7.739560638
771,16/03/1934,7.486380645
772,16/04/1934,7.94077737
773,16/05/1934,9.575546265
774,16/06/1934,12.43007013
775,16/07/1934,15.30198383
776,16/08/1934,15.66733258
777,16/09/1934,15.06869616
778,16/10/1934,13.17882763
779,16/11/1934,10.81953451
780,16/12/1934,10.42081485
781,16/01/1935,8.972668716
782,15/02/1935,8.254610845
783,16/03/1935,7.722792898
784,16/04/1935,8.363889115
785,16/05/1935,9.869253022
786,16/06/1935,11.79571179
787,16/07/1935,14.82397883
788,16/08/1935,15.75555686
789,16/09/1935,14.71162081
790,16/10/1935,12.77404383
791,16/11/1935,11.00391034
792,16/12/1935,9.342643397
793,16/01/1936,8.331458535
794,15/02/1936,7.587311813
795,16/03/1936,7.53932098
796,16/04/1936,8.017468214
797,16/05/1936,9.753147466
798,16/06/1936,12.2757597
799,16/07/1936,15.06414046
800,16/08/1936,15.47827108
801,16/09/1936,15.36403554
802,16/10/1936,13.30403423
803,16/11/1936,10.91270276
804,16/12/1936,9.509471416
805,16/01/1937,8.549204724
806,15/02/1937,7.803244318
807,16/03/1937,7.10368807
808,16/04/1937,8.107117346
809,16/05/1937,10.00007772
810,16/06/1937,12.69723027
811,16/07/1937,14.73489843
812,16/08/1937,16.28212261
813,16/09/1937,14.73912232
814,16/10/1937,13.51806089
815,16/11/1937,11.5438665
816,16/12/1937,9.456842831
817,16/01/1938,8.825851747
818,15/02/1938,7.994739498
819,16/03/1938,8.214395523
820,16/04/1938,8.706806285
821,16/05/1938,9.94194528
822,16/06/1938,12.12252889
823,16/07/1938,14.04426241
824,16/08/1938,15.73152256
825,16/09/1938,14.96777453
826,16/10/1938,13.28617518
827,16/11/1938,12.11063051
828,16/12/1938,10.16642427
829,16/01/1939,8.708791699
830,15/02/1939,8.249728748
831,16/03/1939,7.873233284
832,16/04/1939,8.455947569
833,16/05/1939,10.23041991
834,16/06/1939,13.1530744
835,16/07/1939,14.58845248
836,16/08/1939,16.33464616
837,16/09/1939,16.18735041
838,16/10/1939,13.30787127
839,16/11/1939,11.48332071
840,16/12/1939,9.575208119
841,16/01/1940,7.943378721
842,15/02/1940,6.663515261
843,16/03/1940,6.61591254
844,16/04/1940,7.552547421
845,16/05/1940,9.788366931
846,16/06/1940,12.96865429
847,16/07/1940,14.51900271
848,16/08/1940,15.59429564
849,16/09/1940,14.54796696
850,16/10/1940,13.05633572
851,16/11/1940,10.53442792
852,16/12/1940,8.726966722
853,16/01/1941,7.354478768
854,15/02/1941,6.586189372
855,16/03/1941,6.692912715
856,16/04/1941,7.434244054
857,16/05/1941,9.225336143
858,16/06/1941,12.03011377
859,16/07/1941,13.81096145
860,16/08/1941,15.28877006
861,16/09/1941,14.97969927
862,16/10/1941,13.41908107
863,16/11/1941,11.19069113
864,16/12/1941,8.602140938
865,16/01/1942,7.302800179
866,15/02/1942,6.230988383
867,16/03/1942,5.903526255
868,16/04/1942,7.663642032
869,16/05/1942,9.605810131
870,16/06/1942,12.25307369
871,16/07/1942,14.0147688
872,16/08/1942,15.03338153
873,16/09/1942,14.34163679
874,16/10/1942,12.83425317
875,16/11/1942,10.65235737
876,16/12/1942,9.184493712
877,16/01/1943,7.740086079
878,15/02/1943,6.987244402
879,16/03/1943,7.112493004
880,16/04/1943,8.35617263
881,16/05/1943,10.69272171
882,16/06/1943,13.62368754
883,16/07/1943,15.25114782
884,16/08/1943,15.50453479
885,16/09/1943,14.97684874
886,16/10/1943,13.00911801
887,16/11/1943,11.31106063
888,16/12/1943,9.860718727
889,16/01/1944,8.001365321
890,15/02/1944,6.949439457
891,16/03/1944,6.539267353
892,16/04/1944,8.282961164
893,16/05/1944,9.979437624
894,16/06/1944,12.54672412
895,16/07/1944,14.8214969
896,16/08/1944,16.57586581
897,16/09/1944,14.94788483
898,16/10/1944,12.81519842
899,16/11/1944,11.13162899
900,16/12/1944,9.135184118
901,16/01/1945,7.535490683
902,15/02/1945,6.987574543
903,16/03/1945,7.202059984
904,16/04/1945,8.403244121
905,16/05/1945,10.3801557
906,16/06/1945,13.17595346
907,16/07/1945,14.87372868
908,16/08/1945,15.9645631
909,16/09/1945,14.67892245
910,16/10/1945,13.56775945
911,16/11/1945,11.67131642
912,16/12/1945,10.13099984
913,16/01/1946,8.752032655
914,15/02/1946,8.167756966
915,16/03/1946,7.487245015
916,16/04/1946,8.584252664
917,16/05/1946,9.941649301
918,16/06/1946,12.31222064
919,16/07/1946,14.49634068
920,16/08/1946,15.19856405
921,16/09/1946,14.66354472
922,16/10/1946,12.95032263
923,16/11/1946,11.21237496
924,16/12/1946,9.524881976
925,16/01/1947,7.832823174
926,15/02/1947,6.614896229
927,16/03/1947,6.01651769
928,16/04/1947,7.469581945
929,16/05/1947,9.654046433
930,16/06/1947,12.59452902
